Name;address;Ville;CP;telephone;site
 Hotel  Du  Lac  Bleu  SARL ; ld  Brouillet  4068  rte  Albertville ;74320;SEVRIER; 04  50  52  41  29 ;http://www.lacbleu-sevrier.com
 La  Rotonde  YOCE ; 890  av  Joux  Plane ;74110;MORZINE; 04  50  79  16  30 ;http://www.rotonde-morzine.com
 Hotel  Continental  SARL ; 65  r  Nationale ;74500; EVIAN  LES  BAINS ; 04  50  75  37  54 ;http://www.hotel-continental-evian.com
 Restaurant  Le  145 ; 145  r  Grandes  Chambrettes ;74130;BONNEVILLE; 04  50  07  15  78 ;facebook.com
 Auberge  Du  Père  Bise ; 303  rte  Port ;74210; TALLOIRES  MONTMIN ; 04  50  60  72  01 ;http://www.perebise.com
 Snack  Chez  Cotieu ; 942  rte  Perchets ;74120;MEGÈVE; 06  22  25  36  56 ;www.facebook.com
 La  Cocotte  de  Kean ; 119  rte  Chez  Compagnon ;74380; CRANVES  SALES ; 06  15  43  00  53 ;None
 La  Licorne ; imp  Grande  Terche ;74430; SAINT  JEAN  D'AULPS ; 04  50  74  00  09 ;None
 SAS  MLG  CAPITAL ; 2574  rte  Lac ;74110;MONTRIOND; 04  50  92  73  68 ;www.facebook.com
 Le  Chalet  Venay  Sarl ; 1031  rte  Colombière ;74450; LE  GRAND  BORNAND ; 04  50  27  02  01 ;http://www.lechaletvenay.com
 Hotel  Restaurant  Les  Rosieres ; 7137  rte  Col  de  la  Croix  Fry ;74230;MANIGOD; 04  50  44  90  27 ;http://www.hotel-manigod-croix-fry.fr
 La  Vaudaire ; 3  pl  Port ;74500; EVIAN  LES  BAINS ; 04  57  43  64  33 ;None
 Domaine  Du  Chainet ; 1421  rte  Chainet ;74540; VIUZ  LA  CHIÉSAZ ; 06  60  67  18  92 ;http://www.domaine-du-chainet.fr
 Rico  Rico ; 5  r  Eglise ;74500; EVIAN  LES  BAINS ; 04  50  04  94  93 ;None
 Le  Brummel's ; 30  r  Nationale ;74500; EVIAN  LES  BAINS ; 04  50  75  37  13 ;http://www.eviancommerces.fr
 La  Ferme  De  Thones ; 56  av  Annecy ;74230;THÔNES; 04  50  44  08  37 ;http://www.lafermedelorette.fr
 Auberge  Du  Roselet ; 182  rte  d'Annecy ;74410;DUINGT; 04  50  68  67  19 ;www.hotel-restaurant-leroselet.com
 La  Roulotte  d'Ici ; Rue  d'Annecy    Annecy ;74000;ANNECY; 06  58  39  68  29 ;http://laroulottedici.wordpress.com
JHM; 61  r  Chene ;74260; LES  GETS ; 04  50  75  44  59 ;http://www.theoriginalshotels.com/hotels/la-marmotte-la-tapiaz-spa
Blackcat; 5  r  Gare ;74100;ANNEMASSE; 09  87  56  25  27 ;www.facebook.com/Blackcat-433210727204847/
 Pizza  Du  Vuache ; 80  rte  St  Julien ;74520;VALLEIRY; 04  50  38  67  98 ;www.pizzaduvuache.sitew.fr
 RESTAURANT  L  OP  TRAKEN ; 387  rte  N-D  de  La  Gorge ;74170; LES  CONTAMINES  MONTJOIE ; 04  50  47  09  15 ;None
 Le  Matafan ; 62  all  Majestic ;74400; CHAMONIX  MONT  BLANC ; 04  50  55  35  46 ;http://www.lematafan.com
 Bony's  Café ; résid  Le  Claridge  5  r  Chablais ;74100;ANNEMASSE; 04  50  37  33  16 ;www.facebook.com
 LA  CORDEE ; 3  côte  Perrière ;74000;ANNECY; 04  50  51  76  36 ;None
 Hôtel  Royal ; 13  av  Mateirons,  Rive  Sud  Du  Lac  De  Geneve ;74500;NEUVECELLE; 04  50  26  85  00 ;www.hotel-royal-evian.com
 Refuge  Le  Chatelet  D'Ayères ; 2241  rte  Châtelet ;74310;PASSY; 04  50  58  85  32 ;http://lechateletdayeres.pagesperso-orange.fr/topic/index.html
 L'Alp  Hotel ; 434  rte  Rochebrune ;74120;MEGÈVE; 04  50  21  07  58 ;http://www.alp-hotel.fr
 Restaurant  de  la  Plage ; Plage  De  Menthon  Saint  Bernard  305  chem  Prairie ;74290; MENTHON  SAINT  BERNARD ; 04  50  11  43  04 ;www.facebook.com
 Pizzeria  Chez  Pierrot ; Forum  Flain  gal  Marchande  Bât  H ;74300;FLAINE; 04  50  90  84  56 ;None
 Idéal  1850 ; 3001  rte  Edmond  De  Rothschild ;74120;MEGÈVE; 04  50  21  31  26 ;http://montdarbois.edmondderothschildheritage.com/fr/restaurants/ideal-1850
 Restaurant  de  Plan  Joran ; plan  Joran ;74400;ARGENTIÈRE; 04  50  54  05  77 ;www.restaurants-altitude.com
 Le  Vieil  Annecy ; 13  r  Perrière ;74000;ANNECY; 04  50  45  19  79 ;www.facebook.com
 L'Arrach  bar  restaurant ; 1240  rte  Clermont ;74330;SILLINGY; 04  50  68  70  53 ;www.facebook.com
 Plein  Soleil  (Sarl) ; 788  rte  du  Chef  Lieu ;74360;VACHERESSE; 04  50  73  10  12 ;www.lepleinsoleil.com
L'Argentéro; 180  chem  Glacière ;74400;ARGENTIÈRE; 04  50  54  03  77 ;None
 Restaurant  La  Roselette ; sent  Montagne ;74170; LES  CONTAMINES  MONTJOIE ; 04  50  47  89  97 ;laroselette.free.fr
 Restaurant  du  Lac ; Quai  des  Pêcheurs  quai  Deriveurs ;74140;NERNIER; 04  50  72  80  52 ;http://www.restaurantdulac.net
 Bar  Cotton  Club ; 23  r  Marc  Courriard ;74100;ANNEMASSE; 04  50  92  08  24 ;None
 Pizzéria  Le  Fournil ; lieu-dit  Mons ;74270;CHESSENAZ; 04  50  32  20  61 ;http://www.pizzeria-lefournil.fr
 Restaurant  Chez  Flo ; 115  prom  Pas  du  Lac ;74110;MORZINE; 04  50  74  19  94 ;http://www.chez-flo.com
Demeule; 33  chem  Pré  de  Foire ;74220; LA  CLUSAZ ; 06  31  92  26  54 ;None
 Le  Genepi ; 32  rte  Centre,  chef  Lieu ;74390;CHÂTEL; 04  50  73  37  32 ;None
Pizz'Avalanche; 16  pl  Mouflets ;74220; LA  CLUSAZ ; 04  50  51  70  26 ;http://sapangel.com
 Restaurant  La  Pagerie ; 12  r  Libération ;74240;GAILLARD; 04  50  38  34  00 ;http://www.restaurant-lapagerie.com
 Restaurant  Saveurs  D'en  Haut ; Plateau  De  Sommand  D308  2  rte  Col  de  la  Ramaz ;74440;MIEUSSY; 04  50  34  20  88 ;http://www.vaccapark.com
 Les  Pizzas  D'amphion  SASU ; 143  rte  Vieux  Mottay ;74500;PUBLIER; 07  71  01  07  18 ;http://www.pizzas-amphion.fr
 Leroy  Alice ; 16  r  Léandre  Vaillat ;74000;ANNECY; 04  56  49  95  98 ;None
 CHEZ  REGINA  AU  JOYEUX  ROSSIGNOL ; rte  Glières ;74130; LE  PETIT  BORNAND  LES  GLIÈRES ; 04  50  22  80  46 ;http://www.chezregina.fr
 POIVRE  et  SEL ; 9  av  Iles ;74000;ANNECY; 04  50  57  48  13 ;None
 La  Galéjade ; 4  quai  Perrière ;74000;ANNECY; 04  50  45  32  52 ;None
 Restaurant  La  Telecabine ; résid  Carlton  27  r  Tour ;74400; CHAMONIX  MONT  BLANC ; 04  50  47  04  66 ;http://www.restaurant-latelecabine.fr
 Le  Chalet  Des  Jumeaux ; Ens  Le  Richemond  43  chem  St  Michel ;74120;MEGÈVE; 04  50  21  07  39 ;http://www.chaletdesjumeaux.com
 Restaurant  Du  Chemin  De  Fer ; 1023  rte  Gare ;74140; SAINT  CERGUES ; 04  50  43  51  32 ;None
 Bar  Semper  Fi ; 13  r  Royale ;74000;ANNECY; 09  53  70  30  53 ;www.facebook.com
 Missillier  Père  et  Fils ; Les  Frachets ;74130; MONT  SAXONNEX ; 04  50  96  96  11 ;None
L'ourson; 27  pass  Mont  Blanc ;74220; LA  CLUSAZ ; 04  50  68  64  89 ;http://www.resto-ourson-laclusaz.fr
 Auberge  de  Sulens ; 74  CHEF  Lieu  Grand  CARR ;74230;MANIGOD; 04  50  44  97  52 ;www.manigod.com
 La  Ferme  des  Alpes ; qu  Charles  Albert  Besson ;74500; EVIAN  LES  BAINS ; 04  50  79  44  47 ;www.fermedesalpes.com
 Lemos  Guillaume ; 13  av  Mandallaz ;74000;ANNECY; 04  50  52  90  94 ;http://www.royalpizzaannecy.com
 Chicken  Shop  -  Crok  Food ; 7  av  Rhône ;74000;ANNECY; 09  87  32  35  33 ;www.facebook.com
 Happy  Diner ; Sci  Bornandine  37  av  Arcalod ;74150;RUMILLY; 09  83  36  13  68 ;http://happydiner.site-solocal.com
 Le  Duby'z ; 1  av  Chatelard ;74200; THONON  LES  BAINS ; 09  67  05  33  36 ;None
 Auberge  Des  Aravis ; 22  rte  d'Ombre ;74210;MARLENS; 04  50  32  79  42 ;auberge-des-aravis.wix.com
 Bistrot  du  marché  Domancy ; 119  Zone  Commerciale  la  Pallud ;74700;DOMANCY;0450936622;www.intermarche.com
 Les  Gentianettes ; rte  Chevennes ;74360; LA  CHAPELLE  D'ABONDANCE ; 04  50  73  56  46 ;http://www.gentianettes.fr/fr
 Restaurant  La  Boucherie ; 210  r  Peupliers ;74330; EPAGNY  METZ  TESSY ; 04  50  24  26  65 ;http://www.la-boucherie.fr/Restaurant/la-boucherie-annecy-epagny-74
 Le  Chat  Goulu ; Le  Chat  Goulu  74  rte  Annecy ;74540; SAINT  FÉLIX ; 04  50  01  20  71 ;None
 DELI'  S  CORNER ; 22  r  Charles  Feige ;74120;MEGÈVE; 04  50  21  02  61 ;None
Dova; gal  Alpina ;74400; CHAMONIX  MONT  BLANC ; 04  50  53  98  41 ;None
Pizzaiola; 103  rte  Vouards ;74140; SAINT  CERGUES ; 04  50  94  79  69 ;http://www.pizzaiola.fr
 Sushi  Mont  Blanc ; 18  av  Libération ;74300;CLUSES; 04  50  89  90  91 ;http://www.sushimontblanc.com
 Le  Dahu ; 192  rte  Téléphérique ;74120;MEGÈVE; 04  50  58  97  77 ;http://www.dahumegeve.com
 La  Regence ; 20  Grande  Rue ;74200; THONON  LES  BAINS ; 04  50  71  27  87 ;None
 River  Bowl ; 1367  rte  Taninges ;74340;SAMOËNS; 04  50  96  41  35 ;http://www.bowlingsamoens.com
 Auberge  Morette ; Pont  de  Morette  6  rte  Balme ;74230;THÔNES; 04  50  32  17  71 ;None
 RESTAURANT  DU  COL  DE  LA  JOUX  VERTE ; 10786  rte  Avoriaz ;74110;MORZINE; 04  50  74  11  73 ;None
 Trognon  Patrick ; 3  all  Lilas ;74240;GAILLARD; 06  10  70  96  50 ;None
 Au  Cabestan  (SARL) ; 27  quai  Paul  Léger ;74500; EVIAN  LES  BAINS ; 04  50  70  72  44 ;None
 LA  TABLE  A  RACLETTE ; 11  rte  Annemasse ;74160; SAINT  JULIEN  EN  GENEVOIS ; 04  50  49  21  50 ;www.facebook.com
 BAR  RESTAURANT  DU  BEULET ; 58  r  Beulet ;74100;ANNEMASSE; 04  50  37  21  15 ;None
 Alpage  de  Balme ; domaine  du  Tour ;74400;ARGENTIÈRE; 06  83  33  86  61 ;www.facebook.com/Restaurant-Alpage-de-Balme-947627818716263
 Hôtel  Best  Western  Porte  Sud  de  Genève ; rte  Chosal ;74160;ARCHAMPS; 04  50  31  16  06 ;http://www.bestwesternportesudgeneve.com
Jessipaul; 89  rte  Presilly ;74160;FEIGÈRES; 04  50  94  38  80 ;http://www.restaurant-linstantpresent.com
L'Embellie; 25  r  Centrale ;74940; ANNECY  LE  VIEUX ; 09  67  53  54  82 ;None
 Restaurant  Le  K ; la  Kedeuse ;74300; ARÂCHES  LA  FRASSE ; 04  50  90  03  61 ;http://hiver.lescarroz.com/restaurant/2/180921-le-k.html
 BH  Auto  Concept ; 434  rte  Penets ;74140;LOISIN; 04  50  39  42  04 ;http://www.auto-concept.com
 La  Fauconnerie ; Les  Aigles  Du  Léman  rte  Mln  de  la  Glacière ;74140;SCIEZ; 04  50  72  72  26 ;None
 Anthoine  Théo ; 149  r  Jules  Ferry ;74700;SALLANCHES; 04  50  58  12  75 ;None
 Bistro  M ; 455  rte  Linga ;74390;CHÂTEL; 04  50  73  20  83 ;http://www.bistrom.fr
 Crêperie  Les  Outalays ; les  Outalays ;74450; LE  GRAND  BORNAND ; 04  50  44  18  44 ;None
 MADAME  BRIGITTE  MESSOMO ; 47  av  Verdun ;74100;ANNEMASSE; 04  56  30  72  87 ;None
 MAXI  DELICES ; 49  av  Champ  Fleuri ;74600;SEYNOD; 04  50  23  32  33 ;fr.facebook.com
 Restaurant  L'Incandescent  Rôtissier ; 4  fbg  Ste  Claire ;74000;ANNECY; 04  50  63  96  23 ;facebook.com
 Les  notes  Gourmandes ; 282  r  Centre ;74260; LES  GETS ; 04  50  79  49  23 ;http://www.lesnotesgourmandes.fr
 Chalet  Hôtel  La  Chemenaz ; Hameaux  du  Lay  bât  A  10  all  Nant  Rouge ;74170; LES  CONTAMINES  MONTJOIE ; 04  50  47  12  73 ;http://www.theoriginalshotels.com/hotels/la-chemenaz
 La  Bergerie ; 530  rte  Linga ;74390;CHÂTEL; 04  50  73  27  20 ;http://www.hotelbergerie.com
 Marc  Gevaux ; Chef  Lieu ;74250; SAINT  JEAN  DE  THOLOME ; 09  60  17  08  63 ;None
 Resto'Chaud  AIR  NANJOD ; 26  chem  Vignes ;74330; EPAGNY  METZ  TESSY ; 04  50  09  88  70 ;http://www.restochaud.com
 CLB  74 ; 8  quai  Eustache  Chappuis ;74000;ANNECY; 04  57  09  94  84 ;None
 La  Grande  Ourse ; rte  Mont  Chéry ;74260; LES  GETS ; 06  79  42  58  86 ;http://www.lagrandeourse.eu
 La  Chill  Zone  Food  Truck ; Agglomeration  Annecy  Food  Truck  Annecy ;74000;ANNECY; 07  84  51  98  88 ;http://www.lachillzone.com/
 Chalet  Buvette  De  La  Brune ; chem  Barattes ;74290; VEYRIER  DU  LAC ; 04  50  23  35  52 ;http://www.veyrier-du-lac.fr/plages-et-activites
 Ferme  de  la  Charbonnierre ; Col  Bluffy  1539  rte  Thônes ;74290; MENTHON  SAINT  BERNARD ; 04  50  02  82  59 ;http://www.lafermedelacharbonniere.com
 Massidu  Mont  d'Arbois ; 3001  rte  Edmond  De  Rothschild ;74120;MEGÈVE; 04  50  21  31  51 ;None
 La  Rioule ; Col  De  Voza  Col  De  Voza  5133  rte  Bionnassay ;74170; SAINT  GERVAIS  LES  BAINS ; 04  50  18  03  90 ;None
 Le  Saint  Nicolas ; 252  rte  Rochebrune ;74120;MEGÈVE; 04  50  21  04  94 ;http://www.coindufeu.com/501-restaurants.htm
 Bar  Le  Sarde ; Le  Sarde  C  20  r  Centre ;74140;DOUVAINE; 04  50  94  19  70 ;www.facebook.com/pages/Bar-Le-Sarde/112789308781942
SUCHAMAKI; 11  r  Whymper ;74400; CHAMONIX  MONT  BLANC ; 04  50  53  81  39 ;None
 La  Fruitière ; 823  all  Recteur  Payot ;74400; CHAMONIX  MONT  BLANC ; 04  50  55  10  00 ;None
 Le  Bar  des  Sports ; 8  r  2  Ponts ;74460;MARNAZ; 04  50  98  24  79 ;None
 Restaurant  Bacouni ; 105  r  Mollards ;74140;YVOIRE; 04  50  72  85  67 ;www.bacouni.com
 Restaurant  Le  Shiva ; 18  av  Mandallaz ;74000;ANNECY; 04  50  51  76  25 ;www.restaurant-indien-shiva.com
 LE  FIN  GOURMET ; 94  rte  Annemasse ;74130; CONTAMINE  SUR  ARVE ; 04  50  97  42  90 ;www.facebook.com/Lefingourmetcontaminesurarve
 LE  PELICAN  DE  MYKONOS ; 5  quai  Rives ;74200; THONON  LES  BAINS ; 04  57  43  69  90 ;http://www.pelicandemykonos.fr
 Yavuz  Emran ; 9  pl  Crétet ;74300;CLUSES; 04  50  89  35  85 ;None
 Restaurant  Altiport  De  Megève ; 3368  rte  Côte  2000 ;74120;MEGÈVE; 04  50  21  31  57 ;www.facebook.com
 Le  Blanchot  SARL ; 14  Gén  Store  Flaine ;74300; ARÂCHES  LA  FRASSE ; 09  51  62  60  08 ;www.facebook.com
 Baila  Pizza ; Centre  Commercial  Cora  rte  dép  1005 ;74500;PUBLIER; 04  50  16  40  24 ;http://www.bailapizza.com
 Mercier  Jerome ; 1  Bis  r  Alpins ;74000;ANNECY; 04  50  51  82  50 ;None
 Le  Peille ; imm  Beauséjour ;74450; SAINT  JEAN  DE  SIXT ; 04  50  02  35  28 ;http://www.restaurant-lepeille.com
 L'Heure  Tourne ; 21  r  Prés  Favre ;74000;ANNECY; 04  50  45  23  63 ;http://www.lheuretourne74.com
 L'Atelier  Café ; 8  12  8  quai  Arve ;74400; CHAMONIX  MONT  BLANC ; 04  50  53  32  36 ;None
JMVA; 590  rte  Annecy ;74410;DUINGT; 04  50  88  24  88 ;http://www.le-spinnaker.com
Mi-Ch; 189  rte  St  Julien ;74520;VALLEIRY; 04  50  04  44  41 ;None
 Duvernois  Christophe ; 16  Grande  Rue ;74910;SEYSSEL; 04  50  56  16  85 ;None
 Lyric's  Food ; 439  rte  Col  des  Aravis ;74220; LA  CLUSAZ ; 04  50  02  49  76 ;http://www.lyricsfood.fr
 Buffet  Roseline ; rte  Col  Croix  Fry ;74220; LA  CLUSAZ ; 04  50  10  85  31 ;www.facebook.com
 La  Bocca ; 232  rte  Vonnes ;74390;CHÂTEL; 04  50  17  24  39 ;www.facebook.com
 Le  Deep  Haus ; 11  bd  Fier ;74000;ANNECY; 09  81  04  22  24 ;http://ledeephouse.fr
 Le  Shack ; 31  r  Whymper ;74400; CHAMONIX  MONT  BLANC ; 04  50  53  05  08 ;www.facebook.com
 Antoine  Restaurant ; Station  Centre  145  rte  Thonon ;74390;CHÂTEL; 04  50  73  29  53 ;http://www.table-antoine.com/maitre_restaurateur/la_table_antoine_restaurant_chatel_74_maitre_restaurateur_vallee_abondance_navette_restaurant.html
 LA  MORAINE  LM  RESTAURATION ; 5  av  Ravanel  le  Rouge ;74400;ARGENTIÈRE; 04  50  21  18  13 ;http://www.lamoraine-restaurant-chamonix.com
 Relais  France  Suisse ; 41  r  Nationale ;74500; SAINT  GINGOLPH ; 04  50  76  70  58 ;None
 Cornachen  Franck ; 119  pl  St  François  de  Sales ;74130;BONNEVILLE; 04  57  26  60  72 ;None
 La  Locanda  Di  Pulcinella ; 12  bd  Georges  Andrier ;74200; THONON  LES  BAINS ; 04  50  76  74  18 ;http://www.lalocandadipulcinella.fr
 Restaurant  le  8  Mai ; 5  r  8  Mai  1945 ;74300;CLUSES; 04  50  98  24  50 ;None
 Felizat  Romain ; 410  rte  Chaine  D'Or ;74490; SAINT  JEOIRE ; 06  27  67  15  98 ;None
 L  Addict ; 2  pl  Ste  Claire ;74000;ANNECY; 09  86  11  20  53 ;None
 SASU  YILMAZ ; 9  av  Giffre ;74100;ANNEMASSE; 04  50  80  90  72 ;None
 Restaurant  La  Fétiuère ; 3501  Chef  Lieu ;74500;BERNEX; 04  50  73  68  70 ;None
 Emporio  Chilien ; 1  av  Loverchy ;74000;ANNECY; 07  63  27  52  07 ;www.facebook.com/Emporio-Chilien-1438596056170418
L'Epicurien; rte  Chez  Grillet ;74650;CHAVANOD; 04  50  69  23  40 ;http://aubergelepicurien.com
 Refuge  Gîte  de  Porcherey ; 1380  rte  Porcherey ;74190; SAINT  NICOLAS  DE  VEROCE ; 06  80  64  01  43 ;None
 Le  Kar'Pat'Ciao ; Restaurant  44  zone  artisanale  Perrasses ;74230;THÔNES; 04  50  51  60  34 ;None
 Les  Crètes  de  Zorre ; 200  A  chem  Martenant ;74110;MORZINE; 04  50  79  24  73 ;None
 Chez  Moi ; 21  rte  Confins ;74220; LA  CLUSAZ ; 04  50  19  63  04 ;http://chezmoilaclusaz.fr
 FOOD  CAN  CAN ; 75  rte  Eglise ;74410; SAINT  JORIOZ ; 04  50  11  32  93 ;http://foodcancan.com
 La  Collina ; 4  chem  Colline ;74000; ANNECY  LE  VIEUX ; 09  53  42  87  72 ;www.facebook.com
 Le  Radeau  d'Alexis ; 431  r  Plage ;74500; AMPHION  LES  BAINS ; 04  50  70  00  06 ;http://www.hotelplage74.com/fr/index.php
 Ben  'Ap  Annecy ; 2  pass  Gruffaz ;74000;ANNECY; 09  84  29  61  44 ;http://benap-annecy.business.site
 Les  Cimes ; 19  av  Rhône ;74000;ANNECY; 04  50  52  35  42 ;http://restaurantlescimes.fr
 La  Croustille ; 8  r  Lac ;74000;ANNECY; 04  50  27  55  24 ;None
 Hôtel  Restaurant  Les  Rochers  Blancs ; rte  Semnoz ;74000;ANNECY; 04  50  01  23  60 ;http://www.lesrochersblancs.com
 La  Coupe ; 60  rte  Udrezants ;74110;MORZINE; 04  50  79  06  10 ;www.laurys.com
 Le  MaKaLo ; 1824  rte  Albertville ;74320;SEVRIER; 04  50  52  66  37 ;http://www.makalo.fr
Mahe; 12  rte  Tournette ;74290; VEYRIER  DU  LAC ; 09  63  47  92  81 ;None
 Valle  Pizza  Frédéric ; 199  r  Verdi ;74160; COLLONGES  SOUS  SALÈVE ; 04  50  94  18  89 ;www.vallepizza.com
 Chalet  Soleil  d'Or ; 225  r  Charles  Feige ;74120;MEGÈVE; 04  50  53  26  05 ;http://www.lesoleildor-megeve.fr
 Restaurant  chez  Daniel ; Flaine  Forum ;74300;FLAINE; 04  50  90  81  87 ;http://alpychezdaniel.site-solocal.com
Bensam; 1  r  Montfort ;74100;ANNEMASSE; 04  56  30  79  92 ;www.burgerntacos.com
 Chez  Jo ; 85  rte  Creuses ;74600;SEYNOD; 06  75  42  05  39 ;None
Munchie; 87  r  Moulins ;74400; CHAMONIX  MONT  BLANC ; 04  50  53  45  41 ;http://munchie.fr
 Reymond  Sylvie ; 4  chem  Pêcheurs ;74140;MESSERY; 09  62  17  61  10 ;None
 L'Echo  Des  Montagnes ; 3516  Chef  Lieu ;74200;ARMOY; 04  50  70  40  38 ;http://citotel.fr/fr/hotel/373-citotel-lecho-des-montagnes-armoy
 Le  42 ; 60  Grand  Rue ;74350;CRUSEILLES; 04  50  44  22  58 ;www.facebook.com
 Le  Poirier ; 288  rte  Moulins ;74300; ARÂCHES  LA  FRASSE ; 04  50  90  05  45 ;www.facebook.com
 Baud  Claude ; 10  r  Espérance ;74940; ANNECY  LE  VIEUX ; 09  62  11  54  32 ;None
 Le  Kiosque  A  Pizzas ; rte  Fer  à  Cheval ;74250; VIUZ  EN  SALLAZ ; 04  50  31  14  98 ;http://www.le-kiosque-a-pizzas.com
 L'alpage  de  Seraussaix ; 9609  rte  Avoriaz ;74110;MORZINE; 06  86  07  31  32 ;http://www.lafermedeseraussaix.com
 Pizz  And  Co ; all  Larry ;74200;MARIN; 04  50  71  48  74 ;http://pizzco.fr
 Restaurant  La  Cendrée ; 657  av  Joux  Plane ;74110;MORZINE; 04  50  38  91  81 ;None
 Deli  Pizza ; 8  chem  Drebines ;74200; THONON  LES  BAINS ; 07  81  64  95  33 ;None
 Gets  Pizza ; 336  r  Centre ;74260; LES  GETS ; 06  09  84  05  47 ;facebook.com
L'Alpage; 337  rte  Plagne ;74110;MORZINE; 04  50  79  12  39 ;http://www.alpage-morzine.com
 Le  Chamois ; 130  rte  Edmond  De  Rothschild ;74120;MEGÈVE; 04  50  91  32  18 ;http://www.chamois-megeve.com
 La  Croissanterie ; Glrie  Mde  Auchan  Balme  de  Sillin  rte  dép  1508 ;74330; EPAGNY  METZ  TESSY ; 04  50  22  27  74 ;http://www.lacroissanterie.fr
 La  taverne  d'Ici  et  d'Ailleurs ; Le  Château  Bois  lieu-dit  Château ;74360; LA  CHAPELLE  D'ABONDANCE ; 04  56  81  93  11 ;None
 Pizza  Minute ; 89  pl  Eglise ;74220; LA  CLUSAZ ; 06  12  84  11  26 ;http://www.la-clusaz.ovh/pizzaminut-pizzeria-pizza-la-clusaz.html
 RESTAURANT  LE  VIRTUOZ ; 7  pl  Crétet ;74300;CLUSES; 04  50  89  10  55 ;None
 Restaurant  Le  Moulin  Du  Pépé ; 1444  rte  Albertville ;74410; SAINT  JORIOZ ; 04  50  51  06  60 ;www.campingeuropa.com
 Chalet  D'emilie  MONT-BLANC  RECEPTION ; 3736  rte  Cry  Cuchet ;74920;COMBLOUX; 04  50  93  33  40 ;http://www.chalet-emilie.com
 L  Arboisier ; 170  pl  Eglise ;74120;MEGÈVE; 04  50  21  20  28 ;http://www.lecintra-megeve.fr
 Restaurant  La  Grande  Ourse ; les  Betex ;74440;TANINGES; 04  50  34  36  41 ;www.grandeourse.net
 Tschofen  Christophe ; 270  rte  Granges  du  Haut ;74110;MONTRIOND; 04  50  79  12  77 ;None
 BRASSERIE  LES  CYGNES ; lieu-dit  Port ;74140;YVOIRE; 04  50  72  82  88 ;None
 Hôtel  Restaurants  Les  Sapins ; 2656  rte  Lac ;74110;MONTRIOND; 04  50  75  90  56 ;http://WWW.hotellessapins74.com
Pepperoni; 3  Bis  r  Italiens ;74200; THONON  LES  BAINS ; 04  50  72  90  59 ;None
 Lac  Casa ; 12  av  Chambéry ;74000;ANNECY; 04  50  45  14  03 ;www.facebook.com
L'Etale; 80  Taille  de  Mas  du  Pleney,     ;74110;MORZINE; 04  50  79  06  81 ;www.facebook.com
 Chez  Tante  Marie ;Langin;74500;BERNEX; 04  50  73  60  35 ;http://www.chez-tante-marie.com
Mizuki; 62  r  Genève ;74240;GAILLARD; 04  50  38  86  23 ;http://www.mizuki-sushi.fr
 Omer  Sanli ; 40  r  Silence ;74800; LA  ROCHE  SUR  FORON ; 04  50  25  09  02 ;None
 Restaurant  Le  Chalet  du  Lac ; 524  chem  Praz ;74170; LES  CONTAMINES  MONTJOIE ; 06  17  76  70  86 ;http://lechaletdulac.eatbu.com
 Restaurant  Les  Copeaux ; 610  R  Centre  28  rte  Benevy ;74260; LES  GETS ; 04  50  79  78  50 ;None
 Restaurant  Le  Gouet ; 615  chem  Goy ;74170; SAINT  NICOLAS  DE  VEROCE ; 04  50  93  20  97 ;www.facebook.com
 RESTAURANT  LES  RHODOS ; rte  Solaison ;74130;BRIZON; 04  50  96  91  80 ;http://rhodos.fr
 Restaurant  Du  Vuache ; 396  rte  Faramaz ;74520;VULBENS; 04  50  04  36  11 ;None
 Pizza  Plus ; 8  r  Montpellaz ;74150;RUMILLY; 04  50  01  22  44 ;None
 Pizza  Du  Semnoz ; Centre  Commercial  Val  Semmoz  av  Aix  les  Bains ;74600;SEYNOD; 06  64  54  18  50 ;www.facebook.com
 La  P'tite  Fringale ; 14  r  Foron ;74950;SCIONZIER; 07  69  19  67  18 ;http://laptitefringale.business.site
Francesca; 93  av  Aiguille  du  Midi ;74400; CHAMONIX  MONT  BLANC ; 06  07  36  01  51 ;http://www.francesca.com
 1  R  2  Famille ; Metz  Tessy  2  rte  Promery ;74370; EPAGNY  METZ  TESSY ; 04  57  09  90  88 ;None
 Hotel  L'Aubergade ; 567  av  Joux  Plane ;74110;MORZINE; 04  50  79  03  69 ;http://mountainmavericks.com
 Pizza  As ; parking  du  pont  de  Filinges  FILLINGES ;74250;FILLINGES; 06  70  74  43  72 ;www.facebook.com
 La  Plage  De  L'Impérial ; 30  av  Albigny ;74000;ANNECY; 04  50  19  19  76 ;http://www.altitude-group.fr
 Le  Colomban ;Villards;74230; LES  VILLARDS  SUR  THÔNES ; 04  50  02  98  97 ;None
 Vert  Hôtel  SARL ; 964  rte  Gaillands ;74400; CHAMONIX  MONT  BLANC ; 04  50  53  13  58 ;http://www.verthotel.com
 Bonneville  Kebab ; 178  r  Pertuiset ;74130;BONNEVILLE; 04  50  97  85  37 ;http://www.bonnevillebc.com/partenaires/bonneville-kebab-35101
 Brasserie  Le  Pré ; au  depart  du  DMC  Flaine  Forum ;74300; ARÂCHES  LA  FRASSE ; 04  50  90  82  27 ;None
 Hôtel  Mercure  Chamonix  Les  Bossons ; Lieu  Dit  Les  Bossons  59  rte  Vers  le  Nant ;74400; CHAMONIX  MONT  BLANC ; 04  50  53  26  22 ;http://www.accorhotels.com/fr/hotel0411hotelmercurechamonixlesbossons/index.shtml
